coo: 55.68174362546_12.603550496497;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00
01-01-2022;--;--;--;--;--;--;--;--;1.31;136.59;6.39;149.45;9.81;162.96;11.29;176.91;10.71;190.96;8.13;204.70;3.74;217.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-01-2022;--;--;--;--;--;--;--;--;1.34;136.45;6.44;149.32;9.87;162.83;11.37;176.80;10.81;190.86;8.24;204.62;3.87;217.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-01-2022;--;--;--;--;--;--;--;--;1.38;136.32;6.50;149.19;9.95;162.71;11.46;176.69;10.92;190.76;8.36;204.54;3.99;217.73;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
04-01-2022;--;--;--;--;--;--;--;--;1.43;136.18;6.56;149.05;10.03;162.58;11.56;176.58;11.03;190.67;8.49;204.46;4.13;217.67;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
05-01-2022;--;--;--;--;--;--;--;--;1.49;136.04;6.64;148.92;10.12;162.46;11.67;176.47;11.15;190.58;8.62;204.39;4.27;217.62;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
06-01-2022;--;--;--;--;--;--;--;--;1.55;135.90;6.71;148.79;10.22;162.34;11.78;176.36;11.28;190.49;8.76;204.32;4.42;217.57;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
07-01-2022;--;--;--;--;--;--;--;--;1.62;135.75;6.80;148.65;10.32;162.21;11.90;176.25;11.42;190.40;8.91;204.26;4.58;217.52;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
08-01-2022;--;--;--;--;--;--;--;--;1.70;135.61;6.90;148.51;10.43;162.09;12.03;176.15;11.56;190.32;9.06;204.19;4.74;217.48;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
09-01-2022;--;--;--;--;--;--;--;--;1.78;135.46;7.00;148.38;10.55;161.97;12.17;176.04;11.71;190.23;9.22;204.13;4.90;217.44;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
10-01-2022;--;--;--;--;--;--;--;--;1.87;135.31;7.11;148.24;10.68;161.84;12.31;175.94;11.87;190.15;9.39;204.08;5.07;217.41;-0.76;230.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
11-01-2022;--;--;--;--;--;--;--;--;1.97;135.16;7.22;148.10;10.81;161.72;12.46;175.84;12.03;190.08;9.56;204.03;5.25;217.38;-0.58;230.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
12-01-2022;--;--;--;--;--;--;--;--;2.08;135.01;7.34;147.96;10.95;161.60;12.62;175.74;12.20;190.00;9.74;203.98;5.44;217.36;-0.39;230.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
13-01-2022;--;--;--;--;--;--;--;--;2.19;134.86;7.47;147.82;11.10;161.48;12.78;175.64;12.38;189.93;9.93;203.94;5.63;217.34;-0.20;230.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
14-01-2022;--;--;--;--;--;--;--;--;2.31;134.71;7.61;147.68;11.26;161.36;12.95;175.54;12.56;189.86;10.12;203.90;5.82;217.32;-0.01;230.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
15-01-2022;--;--;--;--;--;--;--;--;2.44;134.55;7.76;147.55;11.42;161.24;13.13;175.45;12.75;189.80;10.31;203.86;6.02;217.31;0.19;230.06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
16-01-2022;--;--;--;--;--;--;--;--;2.57;134.40;7.91;147.41;11.59;161.12;13.32;175.36;12.95;189.74;10.52;203.83;6.23;217.31;0.40;230.07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
17-01-2022;--;--;--;--;--;--;--;--;2.72;134.25;8.07;147.27;11.76;161.00;13.51;175.27;13.15;189.68;10.73;203.80;6.44;217.31;0.61;230.10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
18-01-2022;--;--;--;--;--;--;--;--;2.86;134.09;8.23;147.13;11.95;160.89;13.71;175.18;13.36;189.62;10.94;203.77;6.65;217.31;0.82;230.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
19-01-2022;--;--;--;--;--;--;--;--;3.02;133.93;8.41;146.99;12.13;160.77;13.91;175.09;13.58;189.57;11.16;203.75;6.88;217.32;1.04;230.16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
20-01-2022;--;--;--;--;--;--;--;--;3.18;133.78;8.59;146.85;12.33;160.66;14.12;175.01;13.80;189.52;11.39;203.74;7.10;217.34;1.27;230.19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
21-01-2022;--;--;--;--;--;--;--;--;3.35;133.62;8.77;146.72;12.53;160.55;14.34;174.93;14.02;189.47;11.62;203.73;7.33;217.35;1.50;230.24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
22-01-2022;--;--;--;--;--;--;--;--;3.53;133.47;8.96;146.58;12.74;160.44;14.56;174.85;14.26;189.43;11.85;203.72;7.57;217.38;1.73;230.29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
23-01-2022;--;--;--;--;--;--;--;--;3.71;133.31;9.16;146.44;12.96;160.33;14.79;174.77;14.49;189.39;12.10;203.72;7.81;217.41;1.96;230.34;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
24-01-2022;--;--;--;--;--;--;--;--;3.90;133.15;9.37;146.31;13.18;160.22;15.03;174.70;14.74;189.36;12.34;203.72;8.05;217.44;2.20;230.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
25-01-2022;--;--;--;--;--;--;--;--;4.10;132.99;9.58;146.17;13.41;160.11;15.27;174.63;14.99;189.32;12.59;203.72;8.30;217.48;2.45;230.46;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
26-01-2022;--;--;--;--;--;--;--;--;4.30;132.84;9.80;146.04;13.65;160.01;15.52;174.56;15.24;189.29;12.85;203.73;8.55;217.52;2.69;230.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
27-01-2022;--;--;--;--;--;--;--;--;4.51;132.68;10.03;145.90;13.89;159.90;15.77;174.50;15.50;189.27;13.11;203.75;8.81;217.57;2.94;230.61;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
28-01-2022;--;--;--;--;--;--;--;--;4.72;132.52;10.26;145.77;14.13;159.80;16.03;174.43;15.77;189.25;13.38;203.77;9.07;217.62;3.20;230.69;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
29-01-2022;--;--;--;--;--;--;--;--;4.94;132.37;10.49;145.64;14.39;159.70;16.29;174.37;16.04;189.23;13.65;203.79;9.34;217.68;3.46;230.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
30-01-2022;--;--;--;--;--;--;--;--;5.17;132.21;10.74;145.51;14.64;159.60;16.56;174.31;16.31;189.22;13.92;203.82;9.61;217.75;3.72;230.87;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
31-01-2022;--;--;--;--;--;--;--;--;5.40;132.06;10.99;145.38;14.91;159.51;16.84;174.26;16.60;189.21;14.20;203.85;9.88;217.81;3.98;230.96;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
01-02-2022;--;--;--;--;--;--;--;--;5.64;131.90;11.24;145.25;15.18;159.41;17.12;174.21;16.88;189.20;14.48;203.89;10.16;217.89;4.25;231.06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-02-2022;--;--;--;--;--;--;--;--;5.89;131.75;11.50;145.12;15.45;159.32;17.41;174.16;17.17;189.20;14.77;203.93;10.44;217.97;4.52;231.17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-02-2022;--;--;--;--;--;--;-0.77;118.96;6.14;131.60;11.77;145.00;15.73;159.23;17.70;174.11;17.46;189.20;15.06;203.98;10.72;218.05;4.79;231.28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
04-02-2022;--;--;--;--;--;--;-0.53;118.79;6.39;131.44;12.04;144.87;16.02;159.14;17.99;174.07;17.76;189.20;15.36;204.03;11.01;218.14;5.07;231.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
05-02-2022;--;--;--;--;--;--;-0.28;118.62;6.66;131.29;12.32;144.75;16.31;159.06;18.29;174.03;18.07;189.21;15.66;204.08;11.30;218.23;5.35;231.52;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
06-02-2022;--;--;--;--;--;--;-0.02;118.44;6.92;131.14;12.60;144.62;16.61;158.97;18.60;173.99;18.37;189.23;15.96;204.14;11.59;218.33;5.63;231.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
07-02-2022;--;--;--;--;--;--;0.23;118.27;7.20;130.99;12.89;144.50;16.91;158.89;18.91;173.95;18.69;189.24;16.27;204.20;11.88;218.43;5.91;231.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
08-02-2022;--;--;--;--;--;--;0.50;118.10;7.47;130.84;13.18;144.38;17.22;158.81;19.22;173.92;19.00;189.26;16.57;204.27;12.18;218.54;6.20;231.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
09-02-2022;--;--;--;--;--;--;0.77;117.93;7.76;130.69;13.48;144.26;17.53;158.73;19.54;173.89;19.32;189.29;16.89;204.35;12.48;218.65;6.49;232.06;-0.69;244.70;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
10-02-2022;--;--;--;--;--;--;1.04;117.76;8.04;130.54;13.78;144.14;17.84;158.65;19.86;173.87;19.64;189.31;17.20;204.42;12.79;218.77;6.78;232.21;-0.42;244.87;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
11-02-2022;--;--;--;--;--;--;1.32;117.59;8.34;130.39;14.09;144.03;18.16;158.58;20.19;173.84;19.97;189.34;17.52;204.50;13.09;218.89;7.07;232.36;-0.14;245.04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
12-02-2022;--;--;--;--;--;--;1.61;117.42;8.63;130.24;14.40;143.91;18.49;158.51;20.52;173.82;20.30;189.38;17.84;204.59;13.40;219.02;7.36;232.51;0.15;245.22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
13-02-2022;--;--;--;--;--;--;1.90;117.25;8.94;130.10;14.72;143.80;18.81;158.43;20.86;173.81;20.63;189.42;18.17;204.68;13.71;219.15;7.66;232.67;0.43;245.40;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
14-02-2022;--;--;--;--;--;--;2.19;117.08;9.24;129.95;15.04;143.68;19.15;158.37;21.20;173.79;20.97;189.46;18.50;204.78;14.03;219.28;7.96;232.84;0.71;245.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
15-02-2022;--;--;--;--;--;--;2.49;116.91;9.55;129.81;15.36;143.57;19.48;158.30;21.54;173.78;21.31;189.51;18.83;204.87;14.34;219.42;8.25;233.01;1.00;245.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
16-02-2022;--;--;--;--;--;--;2.79;116.75;9.87;129.66;15.69;143.46;19.83;158.24;21.89;173.77;21.65;189.56;19.16;204.98;14.66;219.57;8.56;233.18;1.29;245.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
17-02-2022;--;--;--;--;--;--;3.10;116.58;10.19;129.52;16.03;143.35;20.17;158.17;22.23;173.77;22.00;189.61;19.49;205.09;14.98;219.72;8.86;233.36;1.57;246.17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
18-02-2022;--;--;--;--;--;--;3.41;116.41;10.51;129.38;16.36;143.25;20.52;158.11;22.59;173.76;22.35;189.67;19.83;205.20;15.30;219.87;9.16;233.55;1.86;246.37;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
19-02-2022;--;--;--;--;--;--;3.72;116.25;10.84;129.24;16.70;143.14;20.87;158.05;22.94;173.76;22.70;189.73;20.17;205.31;15.62;220.03;9.47;233.73;2.15;246.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
20-02-2022;--;--;--;--;--;--;4.04;116.09;11.17;129.10;17.05;143.04;21.22;158.00;23.30;173.77;23.05;189.80;20.51;205.43;15.94;220.19;9.77;233.93;2.45;246.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
21-02-2022;--;--;--;--;--;--;4.37;115.92;11.51;128.96;17.40;142.93;21.58;157.94;23.67;173.77;23.41;189.87;20.85;205.56;16.27;220.36;10.08;234.12;2.74;247.01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
22-02-2022;--;--;--;--;--;--;4.69;115.76;11.85;128.82;17.75;142.83;21.94;157.89;24.03;173.78;23.77;189.94;21.20;205.69;16.60;220.53;10.39;234.32;3.03;247.23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
23-02-2022;--;--;--;--;--;--;5.02;115.60;12.19;128.68;18.10;142.73;22.31;157.84;24.40;173.79;24.13;190.01;21.55;205.82;16.92;220.70;10.70;234.52;3.32;247.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
24-02-2022;--;--;--;--;--;--;5.36;115.44;12.53;128.55;18.46;142.63;22.68;157.79;24.77;173.81;24.50;190.09;21.89;205.96;17.25;220.88;11.01;234.73;3.62;247.68;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
25-02-2022;--;--;--;--;--;--;5.70;115.28;12.88;128.41;18.82;142.53;23.05;157.74;25.14;173.82;24.86;190.18;22.24;206.10;17.58;221.07;11.32;234.94;3.91;247.90;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
26-02-2022;--;--;--;--;--;--;6.04;115.12;13.23;128.28;19.19;142.43;23.42;157.70;25.52;173.84;25.23;190.26;22.59;206.24;17.91;221.25;11.63;235.16;4.21;248.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
27-02-2022;--;--;--;--;--;--;6.38;114.96;13.59;128.14;19.55;142.34;23.80;157.66;25.89;173.86;25.60;190.35;22.95;206.39;18.25;221.44;11.94;235.38;4.51;248.37;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
28-02-2022;--;--;--;--;--;--;6.72;114.80;13.95;128.01;19.92;142.24;24.18;157.62;26.27;173.89;25.97;190.45;23.30;206.54;18.58;221.64;12.25;235.60;4.80;248.61;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
01-03-2022;--;--;--;--;--;--;7.07;114.65;14.31;127.88;20.29;142.15;24.56;157.58;26.65;173.91;26.34;190.54;23.66;206.70;18.91;221.84;12.57;235.83;5.10;248.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-03-2022;--;--;--;--;-0.61;101.93;7.42;114.49;14.67;127.75;20.67;142.06;24.94;157.54;27.04;173.94;26.72;190.64;24.01;206.85;19.25;222.04;12.88;236.05;5.40;249.10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-03-2022;--;--;--;--;-0.26;101.76;7.78;114.33;15.03;127.62;21.05;141.96;25.32;157.50;27.42;173.98;27.09;190.74;24.37;207.02;19.58;222.24;13.19;236.29;5.69;249.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
04-03-2022;--;--;--;--;0.09;101.59;8.13;114.18;15.40;127.49;21.42;141.87;25.71;157.47;27.81;174.01;27.47;190.85;24.73;207.18;19.92;222.45;13.51;236.52;5.99;249.60;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
05-03-2022;--;--;--;--;0.44;101.42;8.49;114.02;15.77;127.36;21.81;141.78;26.10;157.43;28.20;174.05;27.85;190.96;25.09;207.35;20.25;222.66;13.82;236.76;6.29;249.86;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
06-03-2022;--;--;--;--;0.79;101.25;8.85;113.87;16.14;127.23;22.19;141.69;26.49;157.40;28.59;174.09;28.23;191.07;25.44;207.53;20.59;222.88;14.13;237.00;6.59;250.11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
07-03-2022;--;--;--;--;1.15;101.08;9.22;113.72;16.51;127.10;22.57;141.61;26.88;157.37;28.98;174.13;28.60;191.18;25.80;207.70;20.92;223.10;14.45;237.25;6.88;250.37;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
08-03-2022;--;--;--;--;1.50;100.92;9.58;113.56;16.89;126.97;22.96;141.52;27.28;157.34;29.37;174.17;28.99;191.30;26.16;207.88;21.26;223.32;14.76;237.49;7.18;250.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
09-03-2022;--;--;--;--;1.86;100.75;9.95;113.41;17.27;126.85;23.35;141.43;27.67;157.31;29.77;174.22;29.37;191.42;26.53;208.06;21.59;223.55;15.08;237.74;7.48;250.90;-0.74;263.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
10-03-2022;--;--;--;--;2.22;100.59;10.31;113.26;17.64;126.72;23.73;141.35;28.07;157.29;30.16;174.26;29.75;191.55;26.89;208.25;21.93;223.77;15.39;238.00;7.78;251.16;-0.45;263.70;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
11-03-2022;--;--;--;--;2.59;100.42;10.68;113.11;18.02;126.59;24.12;141.26;28.46;157.26;30.56;174.31;30.13;191.67;27.25;208.44;22.27;224.00;15.70;238.25;8.07;251.43;-0.16;263.98;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
12-03-2022;--;--;--;--;2.95;100.26;11.05;112.96;18.40;126.47;24.52;141.17;28.86;157.24;30.95;174.36;30.52;191.80;27.61;208.63;22.60;224.24;16.02;238.51;8.37;251.70;0.13;264.25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
13-03-2022;--;--;--;--;3.31;100.09;11.42;112.81;18.78;126.34;24.91;141.09;29.26;157.21;31.35;174.42;30.90;191.93;27.97;208.82;22.94;224.47;16.33;238.77;8.67;251.97;0.41;264.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
14-03-2022;--;--;--;--;3.68;99.93;11.80;112.66;19.17;126.22;25.30;141.01;29.66;157.19;31.75;174.47;31.28;192.07;28.33;209.02;23.27;224.71;16.64;239.03;8.96;252.24;0.70;264.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
15-03-2022;--;--;--;--;4.05;99.77;12.17;112.51;19.55;126.09;25.69;140.92;30.06;157.17;32.15;174.53;31.67;192.20;28.69;209.22;23.61;224.95;16.95;239.29;9.26;252.52;0.99;265.09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
16-03-2022;--;--;--;--;4.41;99.61;12.54;112.36;19.93;125.97;26.09;140.84;30.46;157.15;32.54;174.59;32.05;192.34;29.05;209.42;23.94;225.20;17.26;239.56;9.55;252.80;1.28;265.37;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
17-03-2022;--;--;--;--;4.78;99.45;12.92;112.21;20.32;125.84;26.48;140.76;30.86;157.13;32.94;174.65;32.43;192.48;29.41;209.63;24.27;225.44;17.57;239.83;9.85;253.07;1.56;265.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
18-03-2022;--;--;--;--;5.15;99.29;13.29;112.06;20.70;125.72;26.88;140.67;31.26;157.11;33.34;174.71;32.82;192.62;29.77;209.83;24.61;225.69;17.88;240.10;10.14;253.35;1.85;265.93;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
19-03-2022;--;--;--;--;5.52;99.13;13.67;111.91;21.09;125.59;27.27;140.59;31.67;157.09;33.74;174.77;33.20;192.77;30.13;210.04;24.94;225.94;18.19;240.37;10.43;253.63;2.13;266.22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
20-03-2022;--;--;--;--;5.89;98.97;14.04;111.76;21.47;125.47;27.67;140.51;32.07;157.07;34.14;174.84;33.58;192.92;30.49;210.26;25.27;226.19;18.50;240.64;10.73;253.91;2.42;266.50;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
21-03-2022;--;--;--;--;6.26;98.81;14.42;111.62;21.86;125.34;28.07;140.43;32.47;157.06;34.54;174.90;33.97;193.06;30.84;210.47;25.60;226.44;18.81;240.91;11.02;254.19;2.70;266.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
22-03-2022;--;--;--;--;6.63;98.65;14.79;111.47;22.24;125.22;28.46;140.35;32.87;157.04;34.94;174.97;34.35;193.21;31.20;210.68;25.93;226.70;19.11;241.19;11.31;254.48;2.99;267.07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
23-03-2022;--;--;--;--;7.00;98.49;15.17;111.32;22.63;125.09;28.86;140.26;33.27;157.02;35.33;175.04;34.73;193.37;31.56;210.90;26.26;226.96;19.42;241.46;11.60;254.76;3.27;267.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
24-03-2022;--;--;--;--;7.37;98.33;15.54;111.17;23.01;124.97;29.25;140.18;33.67;157.01;35.73;175.11;35.11;193.52;31.91;211.12;26.59;227.21;19.73;241.74;11.89;255.04;3.56;267.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
25-03-2022;--;--;-0.72;85.75;7.73;98.17;15.92;111.02;23.40;124.84;29.64;140.10;34.07;156.99;36.13;175.17;35.49;193.68;32.27;211.34;26.91;227.47;20.03;242.02;12.18;255.33;3.84;267.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
26-03-2022;--;--;-0.35;85.59;8.10;98.01;16.29;110.87;23.78;124.72;30.04;140.02;34.47;156.98;36.52;175.25;35.87;193.83;32.62;211.56;27.24;227.73;20.33;242.29;12.46;255.61;4.12;268.21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
27-03-2022;--;--;8.47;97.85;16.67;110.72;24.16;124.59;30.43;139.93;34.87;156.96;36.92;175.32;36.25;193.99;32.97;211.79;27.56;228.00;20.63;242.57;12.75;255.89;4.40;268.49;-4.00;280.91;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
28-03-2022;--;--;8.84;97.70;17.04;110.58;24.54;124.46;30.82;139.85;35.27;156.94;37.31;175.39;36.62;194.15;33.32;212.01;27.89;228.26;20.93;242.85;13.04;256.18;4.68;268.77;-3.72;281.19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
29-03-2022;--;--;9.20;97.54;17.41;110.43;24.92;124.34;31.21;139.76;35.67;156.93;37.70;175.46;37.00;194.31;33.67;212.24;28.21;228.52;21.23;243.13;13.32;256.46;4.96;269.06;-3.43;281.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
30-03-2022;--;--;9.57;97.38;17.78;110.28;25.30;124.21;31.60;139.68;36.06;156.91;38.10;175.53;37.37;194.47;34.02;212.47;28.53;228.79;21.53;243.41;13.60;256.75;5.24;269.34;-3.15;281.75;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
31-03-2022;--;--;9.93;97.22;18.15;110.13;25.68;124.08;31.99;139.59;36.46;156.90;38.49;175.61;37.75;194.64;34.36;212.70;28.85;229.05;21.83;243.69;13.89;257.03;5.52;269.62;-2.87;282.02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
01-04-2022;--;--;10.29;97.06;18.51;109.98;26.05;123.95;32.38;139.51;36.85;156.88;38.88;175.68;38.12;194.80;34.71;212.92;29.16;229.32;22.12;243.97;14.17;257.31;5.79;269.90;-2.59;282.30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-04-2022;--;--;10.65;96.91;18.88;109.83;26.43;123.82;32.76;139.42;37.24;156.86;39.26;175.76;38.49;194.96;35.05;213.15;29.48;229.58;22.41;244.25;14.45;257.60;6.07;270.18;-2.31;282.57;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-04-2022;--;--;11.01;96.75;19.24;109.68;26.80;123.70;33.15;139.33;37.63;156.84;39.65;175.83;38.86;195.13;35.39;213.39;29.79;229.85;22.71;244.53;14.73;257.88;6.34;270.46;-2.03;282.85;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
04-04-2022;--;--;11.37;96.59;19.60;109.52;27.17;123.56;33.53;139.25;38.02;156.83;40.03;175.90;39.22;195.29;35.73;213.62;30.11;230.12;23.00;244.81;15.00;258.16;6.62;270.74;-1.75;283.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
05-04-2022;--;--;11.72;96.43;19.96;109.37;27.54;123.43;33.91;139.16;38.41;156.81;40.42;175.98;39.59;195.46;36.07;213.85;30.42;230.38;23.29;245.09;15.28;258.44;6.89;271.01;-1.48;283.39;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
